   2.500000000000e-02  -5.937037969197e-03
   5.000000000000e-02  -1.186294703612e-02
   7.500000000000e-02  -1.776663306136e-02
   1.000000000000e-01  -2.363707127928e-02
   1.250000000000e-01  -2.946334060573e-02
   1.500000000000e-01  -3.523465749319e-02
   1.750000000000e-01  -4.094040918647e-02
   2.000000000000e-01  -4.657018623531e-02
   2.250000000000e-01  -5.211381412464e-02
   2.500000000000e-01  -5.756138388790e-02
   2.750000000000e-01  -6.290328157469e-02
   3.000000000000e-01  -6.813021645031e-02
   3.250000000000e-01  -7.323324781172e-02
   3.500000000000e-01  -7.820381031200e-02
   3.750000000000e-01  -8.303373769384e-02
   4.000000000000e-01  -8.771528484090e-02
   4.250000000000e-01  -9.224114806514e-02
   4.500000000000e-01  -9.660448355789e-02
   4.750000000000e-01  -1.007989239418e-01
   5.000000000000e-01  -1.048185928716e-01
   5.250000000000e-01  -1.086581176406e-01
   5.500000000000e-01  -1.123126397618e-01
   5.750000000000e-01  -1.157778235025e-01
   6.000000000000e-01  -1.190498623594e-01
   6.250000000000e-01  -1.221254834763e-01
   6.500000000000e-01  -1.250019500119e-01
   6.750000000000e-01  -1.276770614783e-01
   7.000000000000e-01  -1.301491520786e-01
   7.250000000000e-01  -1.324170870845e-01
   7.500000000000e-01  -1.344802572989e-01
   7.750000000000e-01  -1.363385716630e-01
   8.000000000000e-01  -1.379924480703e-01
   8.250000000000e-01  -1.394428024619e-01
   8.500000000000e-01  -1.406910362823e-01
   8.750000000000e-01  -1.417390223804e-01
   9.000000000000e-01  -1.425890894511e-01
   9.250000000000e-01  -1.432440051121e-01
   9.500000000000e-01  -1.437069577199e-01
   9.750000000000e-01  -1.439815370307e-01
   1.000000000000e+00  -1.440717138164e-01
   1.025000000000e+00  -1.439818185473e-01
   1.050000000000e+00  -1.437165192562e-01
   1.075000000000e+00  -1.432807986996e-01
   1.100000000000e+00  -1.426799309320e-01
   1.125000000000e+00  -1.419194574093e-01
   1.150000000000e+00  -1.410051627369e-01
   1.175000000000e+00  -1.399430501773e-01
   1.200000000000e+00  -1.387393170281e-01
   1.225000000000e+00  -1.374003299813e-01
   1.250000000000e+00  -1.359326005701e-01
   1.275000000000e+00  -1.343427608071e-01
   1.300000000000e+00  -1.326375391114e-01
   1.325000000000e+00  -1.308237366222e-01
   1.350000000000e+00  -1.289082039862e-01
   1.375000000000e+00  -1.268978187051e-01
   1.400000000000e+00  -1.247994631228e-01
   1.425000000000e+00  -1.226200031243e-01
   1.450000000000e+00  -1.203662676160e-01
   1.475000000000e+00  -1.180450288481e-01
   1.500000000000e+00  -1.156629836339e-01
   1.525000000000e+00  -1.132267355155e-01
   1.550000000000e+00  -1.107427779193e-01
   1.575000000000e+00  -1.082174783359e-01
   1.600000000000e+00  -1.056570635550e-01
   1.625000000000e+00  -1.030676059797e-01
   1.650000000000e+00  -1.004550110357e-01
   1.675000000000e+00  -9.782500568866e-02
   1.700000000000e+00  -9.518312807390e-02
   1.725000000000e+00  -9.253471823849e-02
   1.750000000000e+00  -8.988490999060e-02
   1.775000000000e+00  -8.723862384464e-02
   1.800000000000e+00  -8.460056104685e-02
   1.825000000000e+00  -8.197519866076e-02
   1.850000000000e+00  -7.936678568802e-02
   1.875000000000e+00  -7.677934019578e-02
   1.900000000000e+00  -7.421664741837e-02
   1.925000000000e+00  -7.168225879774e-02
   1.950000000000e+00  -6.917949192383e-02
   1.975000000000e+00  -6.671143133387e-02
   2.000000000000e+00  -6.428093012694e-02
   2.025000000000e+00  -6.189061234839e-02
   2.050000000000e+00  -5.954287609711e-02
   2.075000000000e+00  -5.723989730729e-02
   2.100000000000e+00  -5.498363415557e-02
   2.125000000000e+00  -5.277583204354e-02
   2.150000000000e+00  -5.061802910560e-02
   2.175000000000e+00  -4.851156219197e-02
   2.200000000000e+00  -4.645757327679e-02
   2.225000000000e+00  -4.445701624216e-02
   2.250000000000e+00  -4.251066398916e-02
   2.275000000000e+00  -4.061911582841e-02
   2.300000000000e+00  -3.878280510363e-02
   2.325000000000e+00  -3.700200700305e-02
   2.350000000000e+00  -3.527684651514e-02
   2.375000000000e+00  -3.360730648696e-02
   2.400000000000e+00  -3.199323574492e-02
   2.425000000000e+00  -3.043435724010e-02
   2.450000000000e+00  -2.893027618198e-02
   2.475000000000e+00  -2.748048812690e-02
   2.500000000000e+00  -2.608438698943e-02
   2.525000000000e+00  -2.474127294725e-02
   2.550000000000e+00  -2.345036021254e-02
   2.575000000000e+00  -2.221078464466e-02
   2.600000000000e+00  -2.102161118189e-02
   2.625000000000e+00  -1.988184107161e-02
   2.650000000000e+00  -1.879041888083e-02
   2.675000000000e+00  -1.774623927135e-02
   2.700000000000e+00  -1.674815352546e-02
   2.725000000000e+00  -1.579497581073e-02
   2.750000000000e+00  -1.488548917405e-02
   2.775000000000e+00  -1.401845125723e-02
   2.800000000000e+00  -1.319259972822e-02
   2.825000000000e+00  -1.240665742387e-02
   2.850000000000e+00  -1.165933720164e-02
   2.875000000000e+00  -1.094934649947e-02
   2.900000000000e+00  -1.027539160435e-02
   2.925000000000e+00  -9.636181631453e-03
   2.950000000000e+00  -9.030432217119e-03
   2.975000000000e+00  -8.456868929994e-03
   3.000000000000e+00  -7.914230405724e-03
   3.025000000000e+00  -7.401271211600e-03
   3.050000000000e+00  -6.916764448321e-03
   3.075000000000e+00  -6.459504096862e-03
   3.100000000000e+00  -6.028307119026e-03
   3.125000000000e+00  -5.622015320877e-03
   3.150000000000e+00  -5.239496988661e-03
   3.175000000000e+00  -4.879648307241e-03
